"ID","File Name","Command","Link","Alt Text","Created At","Type","Mime Type","Width","Height","Duration","Status","Errors"
"gid://shopify/MediaImage/1716043546720","md_402_kneesleeveopenpatella_tab.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_402_kneesleeveopenpatella_tab.png?v=1628272397","McDavid Knee Sleeve with Open Patella in black being pulled over the knee","2019-05-01 15:33:25 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716043939936","md_441_calfsleeve_front.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_441_calfsleeve_front.png?v=1596754121","McDavid Calf Sleeve - Side View","2019-05-01 15:33:39 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716043972704","md_441_calfsleeve_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_441_calfsleeve_back.png?v=1749230770","McDavid Calf Sleeve - Side/Back view","2019-05-01 15:33:39 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044300384","md_422_kneebracedualdiskhinges_2.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_422_kneebracedualdiskhinges_2.png?v=1596754123","McDavid Knee Brace with Dual Disk Hinges -Front/Side View","2019-05-01 15:33:55 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044333152","md_422_kneebracedualdiskhinges_frontstraight.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_422_kneebracedualdiskhinges_frontstraight.png?v=1749229145","McDavid- Knee Brace with Dual Disk Hinges - Front view","2019-05-01 15:33:55 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044365920","md_422_kneebracedualdiskhinges_inside.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_422_kneebracedualdiskhinges_inside.png?v=1749229145","McDavid- Knee Brace with Dual Disk Hinges - Side View","2019-05-01 15:33:55 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044398688","md_422_kneebracedualdiskhinges_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_422_kneebracedualdiskhinges_back.png?v=1749229145","McDavid- Knee Brace with Dual Disk Hinges - Side View","2019-05-01 15:33:55 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044431456","md_422_kneebracedualdiskhinges_backstriaght.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_422_kneebracedualdiskhinges_backstriaght.png?v=1749229145","McDavid- Knee Brace with Dual Disk Hinges - Back view","2019-05-01 15:33:55 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044791904","md_425_kneesupportstaycrossstraps.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_425_kneesupportstaycrossstraps.png?v=1628272425","McDavid- Knee Support w/Stays & Cross Straps -Front/Side View","2019-05-01 15:34:10 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044824672","md_425_kneesupportstaycrossstraps_tab.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_425_kneesupportstaycrossstraps_tab.png?v=1749229987","McDavid Knee Support with Stays & Cross Straps - Shown being put on","2019-05-01 15:34:10 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716044857440","md_425_kneesupportstaycrossstraps_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_425_kneesupportstaycrossstraps_back.png?v=1749229987","McDavid Knee Support with Stays & Cross Straps - Side View","2019-05-01 15:34:10 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716045381728","md_414_kneestrappatella_blk.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_414_kneestrappatella_blk.png?v=1617670432","McDavid Knee Strap/Patella - Black - On Model","2019-05-01 15:34:31 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716045414496","md_414_kneestrappatella_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_414_kneestrappatella_back.png?v=1749227997","McDavid Knee Strap/Patella - Black - On Model - Back Angle","2019-05-01 15:34:31 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716045938784","md_462_shouldersupport_1.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_462_shouldersupport_1.png?v=1596754131","Shoulder Support - McDavid","2019-05-01 15:34:45 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716046168160","MD483_29.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD483_29.png?v=1596754131","Elbow Sleeve w/Pad - McDavid","2019-05-01 15:34:52 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716046430304","md_493_backstabilizer_2.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_493_backstabilizer_2.png?v=1596754132","Back Stabilizer - McDavid","2019-05-01 15:35:04 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716046463072","md_493_backstabilizer_front.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_493_backstabilizer_front.png?v=1596754132","Back Stabilizer - McDavid","2019-05-01 15:35:04 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716046757984","md_463_shoulderwrap_3.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_463_shoulderwrap_3.png?v=1596754133","Shoulder Wrap - McDavid","2019-05-01 15:35:15 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716046790752","md_463_shoulderwrap_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_463_shoulderwrap_back.png?v=1596754133","Shoulder Wrap - McDavid","2019-05-01 15:35:15 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716047151200","md_432_anklesupportfig8straps.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_432_anklesupportfig8straps.png?v=1628810867","McDavid Ankle Support w/Figure-8 Straps - Front View","2019-05-01 15:35:26 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716047216736","md_432_anklesupportfig8straps_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_432_anklesupportfig8straps_back.png?v=1628810880","McDavid Ankle Support w/Figure-8 Straps - Back Heel View","2019-05-01 15:35:26 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716047970400","md_429_kneebracepolycentrichinges.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_429_kneebracepolycentrichinges.png?v=1596754135","Knee Brace w/ Polycentric Hinges - McDavid","2019-05-01 15:35:42 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716048003168","md_429_kneebracepolycentrichinges_tab.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_429_kneebracepolycentrichinges_tab.png?v=1596754135","Knee Brace w/ Polycentric Hinges - McDavid","2019-05-01 15:35:42 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716048035936","md_429_kneebracepolycentrichinges_inside.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_429_kneebracepolycentrichinges_inside.png?v=1629144281","Knee Brace w/ Polycentric Hinges - McDavid","2019-05-01 15:35:42 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716048068704","md_429_kneebracepolycentrichinges_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_429_kneebracepolycentrichinges_back.png?v=1629144277","Knee Brace w/ Polycentric Hinges - McDavid","2019-05-01 15:35:42 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716048330848","md_461_bk_ankle.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_461_bk_ankle.png?v=1596754137","Ankle Support W/Precision Straps - McDavid","2019-05-01 15:35:55 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716048789600","md_512_elbowsleeveelastic.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_512_elbowsleeveelastic.png?v=1596754137","Elbow Sleeve/Elastic - McDavid","2019-05-01 15:36:12 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716049215584","MD479_35.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD479_35.png?v=1596754140","Neoprene Shorts w/Adjustable Drawstring - McDavid","2019-05-01 15:36:23 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716049674336","MD496_16.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD496_16.png?v=1596754140","Back Support w/Suspenders - McDavid","2019-05-01 15:36:35 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716049969248","md_489_elbowstrappads_4.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_489_elbowstrappads_4.png?v=1596754141","Elbow Strap w/Pads - McDavid","2019-05-01 15:36:44 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716050002016","md_489_elbowstrappads_strap.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_489_elbowstrappads_strap.png?v=1714681116","Elbow Strap w/Pads - McDavid","2019-05-01 15:36:44 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716050100320","md_510_kneesleeveelastic_5.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_510_kneesleeveelastic_5.png?v=1596754142","Knee Sleeve/Elastic - McDavid","2019-05-01 15:36:53 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716050329696","md_495_backsupport_3.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_495_backsupport_3.png?v=1596754142","Back Support - McDavid","2019-05-01 15:37:07 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716050362464","md_495_backsupport_front.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_495_backsupport_front.png?v=1596754143","Back Support - McDavid","2019-05-01 15:37:07 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716050428000","MD710_45.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD710_45.png?v=1596754144","Compression Support Short - McDavid","2019-05-01 15:37:16 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716051116128","MD513_15.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD513_15.png?v=1596754144","Wrist Sleeve/Adjustable/Elastic - McDavid","2019-05-01 15:37:22 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716051214432","MD_511_AnkleSleeveElastic_1fb64a1a-5856-4dff-b898-5e433a0e2b2c.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_511_AnkleSleeveElastic_1fb64a1a-5856-4dff-b898-5e433a0e2b2c.png?v=1596754146","Ankle Sleeve/Elastic - McDavid","2019-05-01 15:37:30 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716051476576","md_485_elbowsupportstrap.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_485_elbowsupportstrap.png?v=1629335294","McDavid Elbow Support Sleeve with Strap  - On Model","2019-05-01 15:37:42 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716051542112","MD514_25.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD514_25.png?v=1596754147","Thigh Sleeve/Elastic - McDavid","2019-05-01 15:37:52 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716051804256","MD645_29.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD645_29.png?v=1608345067","Knee/Elbow Pads/Pair - McDavid","2019-05-01 15:38:04 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716052099168","MD3020_11.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3020_11.png?v=1684796444","Flexcup™ - McDavid - Adult Size - Red","2019-05-01 15:38:21 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716052131936","MD3020-07-20_9.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3020-07-20_9.png?v=1684796444","Flexcup™ - McDavid - Teen Size - Blue","2019-05-01 15:38:21 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716052164704","MD3020-07-10_9.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3020-07-10_9.png?v=1684796444","Flexcup - McDavid - Youth Size - Green","2019-05-01 15:38:21 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716052197472","MD3020-07-05_9.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3020-07-05_9.png?v=1684796444","Flexcup™ - McDavid - Peewee Size - Yellow","2019-05-01 15:38:21 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716052426848","MD651_35.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD651_35.png?v=1596754151","HEX® Forearm Sleeves/Pair - McDavid","2019-05-01 15:38:32 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716052688992","731.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/731.png?v=1607450067","Girdle/5-Pocket - McDavid","2019-05-01 15:38:45 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716053868640","733-wh.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/733-wh.png?v=1607449635","HEX® Girdle/2-Pocket - McDavid","2019-05-01 15:39:27 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716054327392","md_5120_wristguardadjustable_2.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5120_wristguardadjustable_2.png?v=1596754158","McDavid Wrist Guard/Adjustable - Front View","2019-05-01 15:39:50 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716054524000","MD3350_41.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3350_41.png?v=1596754158","HEX® Athletic Supporter/Mesh - McDavid","2019-05-01 15:39:58 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716054851680","MD3300_118.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3300_118.png?v=1596754159","Athletic Supporter/Mesh - McDavid","2019-05-01 15:40:08 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716055048288","MD3133_35.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD3133_35.png?v=1596754159","Athletic Supporter/Swim-Run/2-Pack - McDavid","2019-05-01 15:40:17 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716055441504","md_4192_kneesupportdoublewrap.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4192_kneesupportdoublewrap.png?v=1622841942","Knee Support/Double Wrap - McDavid","2019-05-01 15:40:34 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716055474272","md_4192_kneesupportdoublewrap_straps.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4192_kneesupportdoublewrap_straps.png?v=1622841942","Knee Support/Double Wrap - McDavid","2019-05-01 15:40:34 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716055507040","md_4192_kneesupportdoublewrap_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4192_kneesupportdoublewrap_back.png?v=1629230522","Knee Support/Double Wrap - McDavid","2019-05-01 15:40:34 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716055539808","md_4192_kneesupportdoublewrap_overpant.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4192_kneesupportdoublewrap_overpant.png?v=1629230522","Knee Support/Double Wrap - McDavid","2019-05-01 15:40:34 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716055801952","MD5119_17.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD5119_17.png?v=1596754163","Back Support/4-Way Elastic w/Pad - McDavid","2019-05-01 15:40:42 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716055900256","md_5126_shoulderwrap4wayelastic.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5126_shoulderwrap4wayelastic.png?v=1596754163","Shoulder Wrap/4-Way Elastic - McDavid","2019-05-01 15:40:49 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716056096864","md_5115_anklesleeve4wayelasticgelbuttress.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5115_anklesleeve4wayelasticgelbuttress.png?v=1596754164","Ankle Sleeve/4-Way Elastic w/Gel Buttresses - McDavid","2019-05-01 15:40:58 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716056359008","md_5116_kneesleeveelasticgelbuttressstays_3.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5116_kneesleeveelasticgelbuttressstays_3.png?v=1596754164","Knee Sleeve/4-Way Elastic w/Gel Buttress And Stays - McDavid","2019-05-01 15:41:10 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716056391776","md_5116_kneesleeveelasticgelbuttressstays_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5116_kneesleeveelasticgelbuttressstays_back.png?v=1596754165","Knee Sleeve/4-Way Elastic w/Gel Buttress And Stays - McDavid","2019-05-01 15:41:10 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716056916064","md_4195_kneesupportadjustablecrossstraps.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4195_kneesupportadjustablecrossstraps.png?v=1596754165","Knee Support/Adjustable/Cross Straps - McDavid","2019-05-01 15:41:25 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716056948832","md_4195_kneesupportadjustablecrossstraps_straps.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4195_kneesupportadjustablecrossstraps_straps.png?v=1596754166","Knee Support/Adjustable/Cross Straps - McDavid","2019-05-01 15:41:25 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716056981600","md_4195_kneesupportadjustablecrossstraps_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_4195_kneesupportadjustablecrossstraps_back.png?v=1596754166","Knee Support/Adjustable/Cross Straps - McDavid","2019-05-01 15:41:25 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716057309280","md_5125_kneesleeveelasticgelbuttress.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5125_kneesleeveelasticgelbuttress.png?v=1596754167","Knee Sleeve/4-Way Elastic w/Gel Buttress - McDavid","2019-05-01 15:41:36 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716057342048","md_5125_kneesleeveelasticgelbuttress_back.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5125_kneesleeveelasticgelbuttress_back.png?v=1596754167","Knee Sleeve/4-Way Elastic w/Gel Buttress - McDavid","2019-05-01 15:41:36 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716057931872","md_5122_anklesleeve4wayelasticfig8straps_5.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_5122_anklesleeve4wayelasticfig8straps_5.png?v=1596754169","Ankle Sleeve/4-Way Elastic w/Figure-8 Straps - McDavid","2019-05-01 15:42:14 -0700","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/1716058161248","MD5142_29.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD5142_29.png?v=1596754170","Recovery Ankle Sleeve/4-Way Elastic w/Custom-Cold Pack - McDavid","2019-05-01 15:42:24 -0700","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/1716058325088","656-BK_9.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/656-BK_9.png?v=1608574697","Compression Arm Sleeve/Single - McDavid","2019-05-01 15:42:35 -0700","IMAGE","image/png","642","595","","Ready",""
